id,theme_id,category_id,start_m,investments_m,crowdfunding_m,experience_years,team_size,tech_investment,competitors,audience_reach,market_size,team_desc,tech_level,comp_level,social_impact_desc,demand_level
506,Energy,Media,68750,15500,16581,10,3,67825,71,61840,6610958,средний опыт,средний,высокая конкуренция,среднее влияние,низкий спрос
507,Technology,Property,8250,52500,12416,20,40,880624,95,218093,95546041,эксперты,низкий,средняя конкуренция,низкое влияние,низкий спрос
508,Healthcare,AI,57000,171000,13832,12,12,805066,17,684750,12728891,средний опыт,низкий,средняя конкуренция,низкое влияние,низкий спрос
509,Biotech,Biotech,48750,160500,10786,19,45,98297,49,143624,39941807,средний опыт,высокий,низкая конкуренция,высокое влияние,высокий спрос
510,Space,EdTech,40750,107000,18708,3,22,247562,19,945106,21988999,эксперты,высокий,высокая конкуренция,низкое влияние,высокий спрос
511,Real Estate,Cybersecurity,1750,180000,32547,13,49,473124,62,985627,26654875,средний опыт,средний,высокая конкуренция,низкое влияние,низкий спрос
512,Retail,FashionTech,96750,180000,7392,13,40,875161,42,838527,73798120,новички,высокий,низкая конкуренция,высокое влияние,низкий спрос
513,Technology,SpaceTech,23250,173500,29651,15,10,515236,24,57191,49784897,эксперты,высокий,низкая конкуренция,низкое влияние,низкий спрос
514,Retail,Biotech,65750,53000,18746,15,40,9985,40,192347,32435647,новички,низкий,низкая конкуренция,низкое влияние,низкий спрос
515,Food,FinTech,750,198000,18569,14,46,382577,36,991801,53638749,новички,высокий,высокая конкуренция,низкое влияние,средний спрос
516,Biotech,FashionTech,52250,173000,19603,4,9,873850,50,969360,29436241,эксперты,высокий,низкая конкуренция,высокое влияние,высокий спрос
517,Energy,TravelTech,11250,146000,16585,19,45,684085,32,280645,70028653,новички,средний,низкая конкуренция,низкое влияние,средний спрос
518,Environment,FashionTech,48500,195500,6516,15,15,508756,73,594791,68520722,эксперты,средний,низкая конкуренция,низкое влияние,высокий спрос
519,Fashion,E-commerce,10000,50500,2063,14,19,108748,97,412631,7579255,средний опыт,низкий,высокая конкуренция,низкое влияние,низкий спрос
520,Security,GreenTech,86250,118500,4983,8,25,521401,98,608599,61885931,средний опыт,средний,высокая конкуренция,низкое влияние,низкий спрос
521,Security,Medical,96250,38500,38378,7,33,288153,93,402714,36957825,эксперты,средний,средняя конкуренция,среднее влияние,высокий спрос
522,Finance,GreenTech,30500,128500,41945,10,14,20571,4,814407,52271616,эксперты,низкий,высокая конкуренция,среднее влияние,низкий спрос
523,Technology,Cybersecurity,51500,108000,42436,9,29,828057,69,318469,48855630,новички,средний,низкая конкуренция,высокое влияние,высокий спрос
524,Transportation,FoodTech,86000,8000,33463,10,7,836798,55,428867,81239588,эксперты,высокий,средняя конкуренция,низкое влияние,средний спрос
525,Transportation,AI,86500,111000,13838,5,33,892926,43,17463,98561492,эксперты,высокий,низкая конкуренция,высокое влияние,высокий спрос
526,Finance,Cybersecurity,68250,187500,12977,20,45,773497,3,825627,37499393,новички,высокий,средняя конкуренция,высокое влияние,высокий спрос
527,Technology,AI,69750,163500,34169,4,36,624822,16,967681,33176389,эксперты,низкий,низкая конкуренция,низкое влияние,низкий спрос
528,Biotech,SpaceTech,95500,112500,42468,7,14,727436,95,448410,88242132,новички,низкий,низкая конкуренция,среднее влияние,высокий спрос
529,Travel,FoodTech,1500,15000,39085,7,27,481444,85,560933,53596550,эксперты,средний,низкая конкуренция,среднее влияние,высокий спрос
