id,theme,category,start_m,investments_m,crowdfunding_m,team_idx,tech_idx,comp_idx,social_idx,demand_idx
1632,Travel,FashionTech,637895,1926998,4662559,7.7,1.5,5.0,0.1,0.6
1633,Healthcare,Biotech,185676,6237566,2247272,6.8,1.2,2.6,2.4,8.5
1634,Retail,Media,835317,0,0,1.6,6.9,1.2,8.0,5.5
1635,Education,FashionTech,732718,1804697,4688621,7.8,4.8,1.2,3.3,6.8
1636,Healthcare,EnergyTech,802493,1431088,0,8.8,1.8,2.0,4.6,9.3
1637,Education,Media,205231,8921316,1347598,8.2,2.7,7.1,8.8,2.2
1638,Fashion,Logistics,929295,9781790,1212075,9.1,5.2,1.9,2.0,7.5
1639,Finance,FashionTech,116725,0,516222,7.9,5.6,1.7,4.7,2.7
1640,Technology,Medical,957375,1957743,393993,9.7,6.1,9.6,9.9,9.0
1641,Technology,FinTech,518362,0,4829064,6.3,7.6,5.2,4.0,2.9
1642,Entertainment,FinTech,214820,3478305,660215,6.8,2.3,4.5,1.0,4.0
1643,Space,Biotech,911662,5922907,2696295,7.6,4.5,1.3,6.2,2.2
1644,Retail,Logistics,585679,4239872,0,9.0,9.8,4.2,5.7,6.9
1645,Entertainment,Property,388621,5228849,3887773,8.2,9.2,8.3,1.3,2.9
1646,Fashion,SpaceTech,943395,7148502,1218904,7.6,9.1,1.0,4.1,5.6
1647,Food,FinTech,115401,610109,859019,5.8,5.9,2.6,6.2,1.1
1648,Technology,GreenTech,571250,4894954,1212599,3.3,6.1,3.5,5.0,2.1
1649,Food,Medical,320246,8573056,0,1.6,9.9,5.5,8.4,5.6
1650,Retail,Biotech,929668,2799980,1192346,9.4,9.5,3.9,1.0,6.7
1651,Space,Media,751128,3587963,1858314,3.2,4.4,7.0,0.3,0.4
1652,Fashion,FoodTech,732687,9502866,1381635,3.9,1.6,1.2,8.1,6.5
1653,Technology,AI,903500,0,2076761,5.4,9.6,1.1,3.0,4.8
1654,Retail,Logistics,583422,1938821,3097385,9.8,4.2,5.0,3.1,4.6
1655,Entertainment,SpaceTech,686881,0,0,6.2,8.6,6.2,8.2,9.2
1656,Finance,EdTech,835493,8806535,1005930,8.4,7.5,8.4,1.7,8.2
1657,Environment,Cybersecurity,335919,8277704,3973798,1.3,6.6,4.6,0.4,0.1
1658,Technology,EnergyTech,601163,604190,722684,3.5,3.5,7.7,4.7,1.2
1659,Security,Media,720421,9914364,1381553,1.8,7.5,9.5,5.7,4.5
1660,Healthcare,EnergyTech,523229,2709851,0,5.7,4.2,1.1,4.8,7.1
1661,Real Estate,EdTech,623671,8666123,4115817,9.8,7.1,3.9,9.8,8.2
1662,Travel,Property,309570,2003318,0,5.9,6.8,2.5,9.0,1.3
1663,Transportation,TravelTech,461347,961268,4373044,8.1,8.8,6.5,4.0,4.5
1664,Real Estate,TravelTech,411962,0,946795,2.6,3.4,8.7,0.9,0.9
1665,Entertainment,Property,430735,1758191,2352465,9.0,5.9,3.6,0.9,0.6
1666,Real Estate,Logistics,552528,762452,4890382,2.4,8.1,6.1,6.8,6.3
1667,Transportation,EdTech,508846,6886597,1072480,2.8,5.4,5.2,9.7,5.1
1668,Travel,Media,145356,7026549,3502253,1.3,1.4,1.8,8.5,6.3
1669,Healthcare,Media,374333,5452628,4790905,7.6,9.0,1.1,5.7,9.4
1670,Biotech,TravelTech,927510,0,2379568,3.7,5.3,1.9,2.4,4.1
1671,Finance,E-commerce,422261,0,1628400,9.7,2.3,9.5,3.4,9.9
1672,Entertainment,SpaceTech,235840,6314798,0,7.2,7.5,8.6,6.7,5.1
1673,Biotech,Cybersecurity,258800,4796778,3557284,9.0,2.0,2.1,1.0,5.8
1674,Real Estate,Logistics,704672,2584455,1799977,7.9,3.2,4.0,4.2,4.9
1675,Healthcare,Cybersecurity,492781,4146553,1233162,7.8,4.1,5.1,1.6,1.5
1676,Travel,Media,322378,5311732,4185405,7.0,7.6,4.4,0.6,1.0
1677,Biotech,EdTech,196771,2196115,2027589,5.4,4.4,5.0,0.9,0.6
1678,Food,TravelTech,290126,1754495,2139634,4.9,1.3,7.2,9.3,4.7
1679,Energy,Biotech,912152,0,4885145,2.7,3.6,8.6,9.8,1.4
1680,Technology,FinTech,264777,4326636,0,3.0,1.4,2.1,9.1,2.4
1681,Finance,AI,385672,7245676,1618437,1.2,1.4,5.9,8.7,8.5
1682,Biotech,EnergyTech,965120,9353805,617209,4.0,3.0,9.6,1.0,5.1
1683,Environment,Media,513628,0,2209783,8.9,5.3,5.2,6.8,8.3
1684,Retail,EdTech,976933,9598334,3383477,6.9,4.6,6.5,3.8,5.8
1685,Food,TravelTech,497872,6779529,1343810,3.5,9.4,3.2,1.0,5.1
1686,Real Estate,Property,708668,8619470,516287,1.1,6.8,4.7,8.6,2.6
1687,Travel,Biotech,530963,7018514,509793,6.0,6.1,4.2,7.6,1.4
1688,Education,FashionTech,784097,3901342,1856203,5.1,4.8,4.5,9.0,5.2
1689,Food,EdTech,613047,7091516,4274000,1.3,5.0,3.7,8.7,4.2
1690,Healthcare,Cybersecurity,718383,7221070,970440,2.9,9.2,4.5,9.4,10.0
1691,Food,EdTech,979914,2925214,1190928,7.7,6.1,4.7,0.2,0.6
1692,Real Estate,Property,612453,0,3651882,8.3,3.3,7.0,8.7,9.9
1693,Retail,EdTech,486566,543525,1013577,3.8,7.3,8.6,9.1,7.2
1694,Entertainment,EnergyTech,575227,4672784,0,7.9,9.3,6.7,9.9,6.2
1695,Real Estate,AI,624176,4004794,1373343,9.0,1.6,2.1,3.7,9.7
1696,Retail,E-commerce,453573,2892783,3614891,4.3,2.8,10.0,3.2,7.0
1697,Fashion,Media,996096,1849959,1219310,1.7,7.0,9.0,5.7,6.6
1698,Technology,Media,813855,8333440,1995672,5.4,2.8,9.8,9.7,1.6
1699,Fashion,Logistics,420563,5549556,4007396,3.4,9.2,4.9,3.7,5.6
1700,Fashion,AI,279459,3779053,1755951,2.1,2.8,5.8,1.9,2.4
1701,Technology,FinTech,655863,9761439,1464633,9.1,4.3,5.1,6.1,9.1
1702,Energy,Medical,853264,6014566,1569767,2.4,1.1,8.7,6.4,2.0
1703,Healthcare,Media,697523,3949664,1863155,6.2,2.4,7.7,6.9,7.3
1704,Healthcare,SpaceTech,655064,9541025,4991536,6.3,2.1,9.0,9.4,3.2
1705,Environment,FinTech,190106,9242993,0,6.7,1.0,4.2,0.9,0.1
1706,Transportation,Media,365823,9813660,0,5.4,5.8,5.9,3.1,6.4
1707,Education,FinTech,345993,0,3208787,3.3,2.4,9.8,8.1,6.3
1708,Biotech,Biotech,128456,8817044,2013416,1.2,7.6,7.3,2.6,2.0
1709,Entertainment,FoodTech,903672,3122434,1660710,1.3,7.0,6.6,6.5,2.3
1710,Entertainment,E-commerce,952159,9479228,2132018,9.2,8.7,1.2,9.4,8.6
1711,Biotech,Biotech,112334,3381180,2321845,1.6,2.3,3.7,9.6,9.7
1712,Energy,E-commerce,791816,9766490,1940970,8.2,2.7,7.5,3.3,9.8
1713,Fashion,SpaceTech,370634,0,3119539,2.6,2.5,7.4,1.7,9.5
1714,Transportation,SpaceTech,397501,7970833,2999003,2.4,7.0,4.5,8.9,8.1
1715,Fashion,EnergyTech,989699,667549,3672125,9.1,6.6,8.9,1.0,6.9
1716,Healthcare,Logistics,890331,5339045,0,2.8,4.0,3.9,4.6,1.7
1717,Security,TravelTech,473597,9690650,3198066,5.7,9.0,2.3,5.5,7.2
1718,Transportation,Biotech,721469,0,0,9.9,3.6,5.1,3.8,2.9
1719,Finance,E-commerce,695044,1541144,2431717,2.2,2.5,3.9,5.1,7.4
1720,Transportation,Cybersecurity,590046,6933237,2878148,6.3,9.7,1.9,4.8,7.9
1721,Education,GreenTech,238947,9914020,3001561,7.0,7.2,4.4,3.1,5.6
1722,Environment,FashionTech,769289,1169129,0,3.5,8.5,1.4,9.6,3.8
1723,Technology,SpaceTech,157131,970632,2959335,9.6,9.5,1.9,9.7,4.8
1724,Security,Media,741952,0,712246,6.2,7.4,3.0,2.7,5.9
1725,Energy,FinTech,495430,3872535,1459629,7.3,9.0,1.4,4.0,2.2
1726,Entertainment,GreenTech,760867,1872845,2037644,8.8,8.5,7.3,3.1,3.5
1727,Retail,FinTech,401728,0,0,7.9,3.7,8.8,8.4,8.9
1728,Environment,TravelTech,915362,1306688,0,8.9,3.6,8.5,8.9,3.2
1729,Fashion,Biotech,926440,1612631,0,3.4,3.8,6.6,3.9,6.1
1730,Retail,EdTech,112763,0,1694295,7.5,7.5,2.8,2.0,4.6
1731,Education,Biotech,602791,1303045,1648678,6.1,4.2,1.2,1.5,9.8
1732,Fashion,E-commerce,722903,8264558,3683828,8.1,3.7,5.7,5.0,9.4
1733,Energy,FinTech,887181,6551130,4195114,7.0,3.3,1.2,5.7,7.9
1734,Fashion,EnergyTech,240329,2839387,0,8.5,6.2,9.6,8.0,8.0
1735,Healthcare,Property,852204,9610775,2996317,9.2,7.4,1.1,4.8,4.4
1736,Healthcare,Media,879442,8197035,154421,1.0,8.2,2.9,7.8,7.2
1737,Food,Media,171082,2619587,967879,5.2,4.7,1.9,2.2,7.4
1738,Entertainment,FashionTech,501913,2822430,0,9.9,3.4,3.8,6.8,8.4
1739,Energy,FinTech,855199,8334011,3025297,4.7,8.7,7.7,4.4,2.5
1740,Travel,Property,428771,9258444,2771303,7.1,9.8,4.8,0.0,0.3
1741,Retail,E-commerce,204300,5994038,4163289,2.0,4.7,7.0,8.4,6.2
1742,Entertainment,Property,224883,4176511,355627,5.5,1.2,6.3,9.8,7.4
1743,Entertainment,Media,339951,8459255,2721897,6.1,3.5,9.5,5.4,5.0
1744,Retail,Logistics,478767,9800283,927659,3.0,6.7,6.2,5.2,5.4
1745,Energy,EdTech,865075,6411155,0,8.8,1.3,2.2,3.1,7.9
1746,Healthcare,FinTech,229048,7472040,3357840,7.6,9.6,2.8,9.1,3.8
1747,Technology,Logistics,428315,5762867,2584208,5.5,2.7,6.6,0.0,0.8
1748,Real Estate,E-commerce,422590,0,3439462,1.7,3.1,4.5,1.7,4.1
1749,Space,E-commerce,196901,0,2117227,8.4,7.0,7.5,2.8,7.2
1750,Security,SpaceTech,388091,0,122980,1.5,3.1,4.5,6.5,3.5
1751,Fashion,Logistics,683461,0,2367313,8.8,7.8,7.2,0.3,0.1
1752,Retail,Media,670645,9362754,1977084,5.5,6.7,4.5,6.4,4.6
1753,Fashion,Cybersecurity,676353,3458502,0,3.1,4.4,4.8,2.4,7.9
1754,Biotech,GreenTech,385271,0,0,4.1,6.2,2.4,1.0,4.6
1755,Education,E-commerce,454778,4214528,2528596,2.8,6.5,6.2,3.5,1.7
1756,Biotech,E-commerce,744393,5008717,2973377,6.9,3.4,1.2,6.8,8.0
1757,Food,Biotech,920683,559703,3597305,4.0,9.3,4.2,5.9,7.3
1758,Biotech,Property,192901,5513682,4668296,9.2,4.4,5.7,5.7,8.2
1759,Real Estate,AI,156148,8101444,2497901,5.1,6.8,2.3,7.9,9.2
1760,Fashion,Medical,754272,6239326,4459693,4.6,1.9,5.8,8.8,3.0
1761,Environment,Property,244944,6644313,313700,9.3,5.6,1.7,4.2,2.2
1762,Food,Medical,727957,3600524,1716099,4.9,5.8,1.5,9.0,2.7
1763,Entertainment,FashionTech,820949,0,1566507,9.9,9.6,3.1,6.2,7.2
1764,Space,Biotech,712234,3267361,4032551,4.7,1.1,4.3,2.0,4.7
1765,Healthcare,E-commerce,189020,0,2067584,2.8,5.5,9.2,0.3,0.6
1766,Environment,EnergyTech,233927,9927831,4153011,5.3,2.0,9.8,2.2,7.6
1767,Finance,FashionTech,988262,0,0,9.7,6.6,6.7,6.2,9.2
1768,Technology,EnergyTech,404051,2580369,2749042,9.1,3.0,9.9,9.0,3.1
1769,Finance,Cybersecurity,478393,0,757190,5.4,6.5,1.7,0.9,0.4
1770,Environment,GreenTech,495865,0,3424571,2.9,4.3,3.9,3.2,2.1
1771,Education,Media,811083,5211514,2815673,4.8,8.5,4.5,8.1,3.6
1772,Security,Media,903550,6640441,2576311,3.7,4.5,2.5,0.7,0.6
1773,Security,EdTech,527973,4576496,2860642,2.0,9.1,5.3,0.8,0.7
1774,Security,Media,344804,2250755,4392574,1.8,9.9,1.1,9.1,8.3
1775,Technology,Cybersecurity,601908,2328160,4654854,1.6,9.2,6.2,0.8,0.1
1776,Biotech,EnergyTech,190149,1963249,0,3.2,2.7,5.4,6.5,4.4
1777,Transportation,FinTech,772514,500933,1010428,4.3,6.8,6.3,1.5,9.4
1778,Energy,Medical,794842,2547064,3658230,9.3,3.0,2.0,1.4,5.8
1779,Real Estate,FoodTech,205866,5926060,0,6.4,1.1,3.5,8.3,6.7
1780,Technology,GreenTech,617086,1118054,0,3.0,9.7,9.8,4.9,3.1
1781,Education,Media,614866,7714332,766138,1.0,6.2,1.8,7.8,7.4
1782,Transportation,FashionTech,693997,0,421740,3.2,9.9,5.4,6.9,7.0
1783,Environment,AI,642821,0,4266390,2.8,6.7,6.0,6.5,9.5
1784,Food,SpaceTech,200656,1691604,1404267,5.8,5.7,6.2,1.3,5.4
1785,Transportation,EnergyTech,912477,9406593,729924,1.6,4.2,5.3,4.0,3.6
1786,Transportation,FashionTech,930325,5189341,0,9.0,4.9,9.9,5.3,7.6
1787,Environment,EnergyTech,849618,7351519,2611031,1.7,5.9,2.2,8.2,4.4
1788,Security,Logistics,960327,4648421,1099220,9.8,3.6,6.0,7.4,3.1
1789,Education,Property,104924,4078255,2222367,1.2,1.0,6.0,6.2,6.3
1790,Retail,Biotech,645307,3307462,0,6.5,5.0,3.2,10.0,9.8
1791,Technology,Logistics,850472,0,1747493,8.9,1.2,5.1,1.8,5.1
1792,Transportation,GreenTech,459476,5035900,2417891,7.6,7.7,9.7,4.3,8.9
1793,Space,AI,638684,9634941,1670925,8.6,3.3,4.9,3.7,4.2
1794,Transportation,FinTech,918110,7682097,3493687,3.9,8.3,3.9,0.3,0.1
1795,Finance,Biotech,151593,1559629,1150694,8.9,7.8,2.6,1.3,9.8
1796,Biotech,Property,594941,7165363,2116494,2.3,2.3,7.5,2.6,3.3
1797,Energy,Cybersecurity,884893,2086052,2315583,9.7,9.8,1.9,9.4,7.8
1798,Finance,AI,358532,4062477,3258697,8.1,7.3,1.6,0.8,0.6
1799,Entertainment,EnergyTech,889097,3728604,2296636,1.7,9.0,10.0,1.4,8.8
1800,Retail,Media,432356,1898743,3075683,2.1,5.6,5.8,6.1,9.2
1801,Food,E-commerce,266927,8817481,1264674,2.2,9.8,6.6,2.5,3.8
1802,Technology,FoodTech,944515,7620012,2927409,6.1,6.5,6.9,0.6,0.4
1803,Transportation,Logistics,615997,3724052,4616518,2.1,5.1,5.8,4.2,8.8
1804,Fashion,Media,666896,0,2911755,1.6,5.3,5.6,4.5,6.0
1805,Security,GreenTech,275276,5845259,2237081,5.9,5.9,5.3,7.9,3.2
1806,Food,E-commerce,504002,5057157,1684780,5.1,5.2,1.1,3.6,1.3
1807,Biotech,Cybersecurity,755500,1399856,2074686,8.4,2.7,3.6,2.3,2.7
1808,Environment,Biotech,317494,7535587,4315651,1.3,1.7,5.4,0.9,0.7
1809,Finance,FashionTech,363026,9259535,3480245,6.9,9.2,8.5,6.4,1.1
1810,Healthcare,AI,554781,0,2841409,1.8,6.3,1.6,5.6,7.5
1811,Education,TravelTech,948488,7385700,2823939,1.1,9.6,3.9,7.8,1.3
1812,Environment,EnergyTech,717012,2260647,1095614,3.0,9.0,4.6,0.3,0.1
1813,Food,EnergyTech,276159,6462074,1195674,2.5,5.2,2.9,8.9,9.3
1814,Biotech,FinTech,305655,5365161,4813012,8.1,3.0,1.1,4.6,9.2
1815,Transportation,SpaceTech,814860,8149993,4126703,5.0,9.9,4.0,0.9,0.5
1816,Biotech,Medical,403952,7348882,0,7.7,3.6,6.4,6.4,2.6
1817,Education,Media,657878,0,2813913,9.3,3.0,7.2,9.9,9.3
1818,Education,EdTech,401870,6919907,243221,3.4,5.5,6.1,3.2,2.0
1819,Food,EnergyTech,814615,9072693,436453,6.9,2.9,8.4,2.9,2.7
1820,Finance,Media,374009,9105844,1704863,6.7,1.8,7.0,4.1,1.5
1821,Real Estate,FinTech,490761,6949260,293928,1.5,4.5,9.2,0.7,0.8
1822,Technology,EdTech,189121,5403044,2530531,1.1,8.2,6.9,9.5,6.0
1823,Energy,FoodTech,633478,6463714,754073,3.6,1.2,4.2,8.7,2.5
1824,Biotech,TravelTech,112925,0,3211632,7.9,6.8,7.3,0.5,0.3
1825,Security,FoodTech,320563,0,2308222,4.1,1.6,6.1,3.1,9.7
1826,Travel,Medical,598823,767910,4668027,2.3,1.1,4.5,6.7,6.5
1827,Entertainment,Property,596360,4625945,0,8.2,4.3,9.9,9.4,9.9
1828,Food,Medical,119810,3851455,723811,6.5,7.6,2.8,6.3,9.3
1829,Space,Medical,162127,9359849,577366,9.9,8.9,3.4,8.2,6.0
1830,Entertainment,SpaceTech,281310,0,3890438,5.1,1.9,1.0,6.2,5.7
1831,Finance,E-commerce,565259,6117376,0,4.1,1.7,2.2,6.5,9.2
1832,Food,Biotech,115551,1660839,3341275,2.1,8.9,9.2,6.9,8.9
1833,Healthcare,SpaceTech,580488,3637445,0,6.2,5.7,5.8,7.7,2.0
1834,Technology,Media,903787,0,133462,3.9,1.3,8.7,8.7,2.6
1835,Biotech,E-commerce,515924,3044586,1408409,4.9,7.9,6.3,0.9,0.2
1836,Space,Cybersecurity,328521,9483997,3031771,1.7,3.9,9.3,9.7,9.6
1837,Education,AI,495666,4146605,3997055,8.0,2.9,5.4,5.0,5.1
1838,Environment,SpaceTech,812624,9360758,0,8.4,6.1,5.9,8.9,5.0
1839,Travel,AI,589302,0,2208788,1.4,9.7,1.6,9.7,5.6
1840,Education,EdTech,378090,9282732,2582302,3.1,8.4,3.1,8.0,3.4
1841,Entertainment,SpaceTech,286985,5419073,4019400,2.8,8.4,9.7,6.8,6.7
1842,Real Estate,AI,432566,4484666,2470104,6.8,6.0,7.6,2.2,6.0
1843,Education,FashionTech,461830,4993327,1198915,6.6,9.7,2.4,0.5,0.8
1844,Entertainment,TravelTech,421578,4365280,1972327,5.4,5.9,3.5,0.8,0.1
1845,Environment,Property,576446,6397675,3530355,7.1,7.7,3.2,3.5,9.8
1846,Entertainment,SpaceTech,166882,0,2686436,8.6,7.6,9.2,3.3,1.6
1847,Education,Property,365559,5801386,1740870,9.7,6.2,1.7,5.6,1.9
1848,Environment,GreenTech,674974,0,3978395,9.2,7.1,2.3,9.5,6.1
1849,Entertainment,Biotech,821506,0,2817138,2.8,8.0,3.0,5.0,5.0
1850,Real Estate,FashionTech,949489,2222114,1034580,9.2,3.5,7.6,5.0,6.3
1851,Travel,FashionTech,589841,0,1130186,4.1,5.1,8.7,6.2,9.8
1852,Fashion,Property,146274,1883438,3047502,9.8,7.8,8.1,6.2,2.5
1853,Security,FinTech,459396,0,950217,7.7,3.2,4.6,8.4,6.0
1854,Real Estate,TravelTech,620093,5245212,3667717,1.1,2.8,1.9,0.9,0.4
1855,Biotech,Medical,264981,6250592,393236,9.7,3.4,8.1,3.5,7.2
1856,Environment,FashionTech,997530,7375592,0,8.0,7.1,1.5,3.1,9.4
1857,Technology,Media,674971,4388144,3549946,8.5,2.4,7.5,3.9,7.5
1858,Technology,E-commerce,424127,6224525,3416382,6.3,2.8,2.5,6.2,7.5
1859,Fashion,FoodTech,635648,3818517,2785536,7.2,5.5,5.1,7.7,8.9
1860,Biotech,SpaceTech,471151,6691916,1070642,3.2,3.8,3.8,5.6,7.3
1861,Food,Medical,463730,8284264,0,9.4,9.6,5.0,3.3,6.5
1862,Finance,FashionTech,905457,1488241,640428,7.7,9.3,5.4,5.7,6.1
1863,Energy,TravelTech,275578,2631958,1127664,9.7,9.4,4.5,7.3,6.9
1864,Food,Property,995678,0,493881,5.2,8.7,9.0,6.4,7.6
1865,Real Estate,Media,655922,2880479,1871349,8.1,4.3,9.1,6.9,6.3
1866,Environment,Logistics,819005,5830722,4374386,1.3,8.4,7.5,9.9,3.1
1867,Education,FoodTech,216680,1012808,4587368,8.0,7.9,6.1,4.9,8.8
1868,Real Estate,GreenTech,579886,2745046,2341724,5.9,2.7,2.3,9.3,7.7
1869,Real Estate,FoodTech,457686,0,2666533,3.1,1.7,7.3,1.3,5.2
1870,Transportation,EdTech,123356,2524734,3047095,3.2,2.3,4.8,9.8,5.5
1871,Space,Cybersecurity,349116,4460468,821064,5.9,4.4,2.9,8.8,1.1
1872,Energy,Logistics,223424,3832835,0,4.6,5.8,1.5,5.6,4.3
1873,Transportation,Property,623964,0,3388383,5.0,3.7,2.9,3.8,3.7
1874,Biotech,FashionTech,459006,0,2666863,6.5,3.4,3.1,1.3,2.1
1875,Food,FoodTech,165515,6108142,2141823,9.0,8.8,1.1,0.5,0.9
1876,Real Estate,Logistics,560326,0,3939898,7.5,7.5,2.1,5.4,8.9
1877,Fashion,Media,907441,6140020,1787880,5.2,7.3,9.6,1.2,5.4
1878,Food,E-commerce,549483,6114060,3384808,2.5,6.7,1.6,3.7,7.9
1879,Education,Property,972080,3078821,831175,8.2,7.7,3.4,4.0,6.4
1880,Retail,SpaceTech,990498,5722742,3405672,4.3,1.9,7.2,8.0,6.0
1881,Energy,E-commerce,164157,7141163,4042004,1.1,4.6,5.9,1.0,4.1
1882,Finance,FashionTech,921758,7206895,1154405,10.0,8.2,5.8,4.8,4.8
1883,Finance,FashionTech,352924,0,0,7.4,4.5,3.2,0.0,0.8
1884,Real Estate,FashionTech,693651,2238541,2658898,5.1,8.3,4.2,7.8,7.0
1885,Space,AI,579422,9254706,1669704,4.9,6.6,7.3,8.0,6.9
1886,Transportation,Biotech,373073,4230447,1923275,9.9,8.3,8.5,1.0,0.8
1887,Security,Cybersecurity,615092,9141513,742182,7.2,3.5,7.9,3.3,6.0
1888,Biotech,E-commerce,633965,9734880,2472293,8.2,2.6,7.9,9.9,2.8
1889,Entertainment,Biotech,408738,1813005,4323160,9.9,3.2,3.3,4.1,9.4
1890,Travel,GreenTech,510732,4310963,4743337,7.7,6.6,9.8,6.3,9.5
1891,Environment,EdTech,677837,8313367,943352,5.2,5.2,7.3,3.0,2.1
1892,Environment,FoodTech,950588,7445671,1571841,4.4,2.3,3.7,4.0,3.6
1893,Entertainment,Medical,743357,6347073,4008495,1.2,7.2,4.8,1.6,4.5
1894,Security,FashionTech,665820,8552927,2404689,7.8,3.8,4.3,8.6,5.6
1895,Space,FinTech,919074,0,0,5.2,1.2,10.0,2.4,6.2
1896,Security,Cybersecurity,123454,1741853,4998166,3.9,8.1,3.8,1.0,0.7
1897,Entertainment,FinTech,770942,1597378,4794332,1.8,2.2,4.6,0.2,0.1
1898,Security,FoodTech,515626,8832698,0,4.0,6.5,1.2,0.3,1.0
1899,Education,FashionTech,697143,2470505,4103156,3.5,6.2,8.7,9.2,7.8
1900,Transportation,SpaceTech,343060,0,3744839,6.8,6.3,7.0,3.2,4.1
1901,Transportation,Media,879738,1069675,2675881,4.1,5.6,9.4,8.0,4.7
1902,Transportation,FinTech,987226,7409437,3779666,6.2,8.2,4.4,4.6,5.5
1903,Healthcare,Medical,345322,0,4022120,3.1,5.4,7.3,2.5,6.6
1904,Retail,E-commerce,270478,1341565,4923327,9.0,9.0,9.3,4.4,1.9
1905,Finance,SpaceTech,792942,2839636,354790,8.0,8.3,9.5,2.5,5.1
1906,Fashion,TravelTech,326277,6108145,2557123,7.5,4.1,3.2,7.7,9.4
1907,Security,Property,799438,3043702,4589348,3.8,8.2,6.8,8.6,4.5
1908,Entertainment,TravelTech,675476,0,0,3.4,9.6,8.1,8.6,8.7
1909,Food,AI,114681,0,3256641,8.5,10.0,2.4,7.8,1.9
1910,Energy,EnergyTech,519984,1050427,708458,4.1,8.4,5.3,1.7,3.0
1911,Education,Biotech,159555,4401304,4065392,8.8,2.8,9.0,8.4,3.0
1912,Biotech,E-commerce,698037,9878744,3932706,5.3,3.0,6.6,5.8,5.2
1913,Energy,Medical,407431,2925043,1041255,6.0,3.9,3.4,6.3,2.4
1914,Technology,AI,988119,8245702,3941215,8.4,1.7,1.8,1.5,4.6
1915,Healthcare,AI,805757,801871,2636227,3.2,3.3,8.0,0.5,0.9
1916,Biotech,EdTech,948717,592077,1141302,3.5,4.9,6.4,9.0,9.9
1917,Food,EdTech,205531,2249639,2615400,5.8,3.0,7.4,4.1,2.8
1918,Food,AI,846468,0,275346,4.5,5.8,6.4,3.1,8.4
1919,Education,FoodTech,516903,8884885,3462397,8.1,3.4,7.9,6.2,5.0
1920,Transportation,EdTech,590925,1697510,543157,8.6,2.5,7.1,5.0,8.5
1921,Technology,EdTech,339760,7246639,398076,8.1,7.4,1.8,9.1,6.6
1922,Travel,EnergyTech,941495,0,2187854,9.8,6.9,8.6,1.8,5.6
1923,Finance,FoodTech,138206,8789551,4721091,2.2,9.3,2.0,4.5,8.2
1924,Fashion,FoodTech,681288,0,0,5.3,1.7,8.8,8.5,4.2
1925,Security,Property,639509,8170178,1552266,7.3,1.3,4.1,9.5,7.3
1926,Transportation,FashionTech,339397,2838648,0,7.3,2.4,4.0,3.7,4.3
1927,Space,FinTech,178829,0,4967504,5.7,4.2,7.8,6.1,8.4
1928,Real Estate,FoodTech,494155,5398058,1013440,3.5,7.4,1.8,4.1,1.3
1929,Healthcare,FinTech,141165,3697257,0,2.6,6.6,9.4,2.3,2.1
1930,Food,SpaceTech,755020,0,689134,3.6,5.7,4.4,8.0,1.4
1931,Space,Medical,236027,0,3781387,7.1,9.9,3.1,1.3,2.3
1932,Security,Property,141269,2808249,3376902,4.1,8.7,3.1,4.2,3.7
1933,Finance,EdTech,532972,9940451,4682582,8.7,6.1,8.9,1.6,2.4
1934,Space,Cybersecurity,623045,990403,4591070,7.1,7.7,6.3,2.9,2.2
1935,Healthcare,FoodTech,466694,0,142543,7.2,3.4,1.5,9.9,3.4
1936,Transportation,Media,815828,7634504,0,9.9,5.6,6.6,1.9,9.7
1937,Finance,GreenTech,747545,0,1298148,6.8,3.7,5.7,5.4,1.9
1938,Healthcare,Logistics,178296,0,0,3.1,4.3,4.4,4.7,9.6
1939,Real Estate,FashionTech,374498,0,1052127,9.0,1.9,9.0,6.1,6.2
1940,Technology,FashionTech,737294,8904280,3727838,9.8,5.6,7.9,0.6,0.8
1941,Biotech,FashionTech,966614,8611307,3281295,5.1,4.2,5.3,6.3,6.7
1942,Real Estate,FinTech,260523,7902370,1343555,5.7,1.2,5.6,2.1,2.1
1943,Energy,GreenTech,776230,1531052,3838212,6.0,2.0,1.7,0.6,0.6
1944,Finance,Media,293306,1907302,4241996,5.6,4.0,7.3,0.6,1.0
1945,Travel,E-commerce,908105,7993084,923819,6.9,9.1,8.5,0.5,0.4
1946,Entertainment,FoodTech,997538,675169,4947503,9.0,6.1,2.5,9.9,3.7
1947,Healthcare,Medical,821543,8337045,4017655,2.4,1.4,1.4,1.8,3.8
1948,Security,GreenTech,916434,520545,0,2.4,8.2,3.7,5.9,7.3
1949,Technology,AI,432196,5602981,1733415,3.8,1.3,1.6,4.4,3.4
1950,Technology,Logistics,657222,6385346,1284825,7.2,5.9,3.7,9.6,3.2
1951,Education,Property,825469,2191861,1259343,6.2,2.5,8.9,8.7,1.2
1952,Biotech,Cybersecurity,507206,5903381,4829884,8.7,8.8,9.2,5.6,2.3
1953,Finance,E-commerce,507839,2597012,4540875,1.4,9.1,8.6,4.7,5.4
1954,Finance,GreenTech,445386,909868,4781291,3.8,1.2,1.0,6.6,6.6
1955,Energy,Biotech,801755,9069340,4905725,4.0,9.8,1.1,1.3,4.7
1956,Technology,EnergyTech,905668,2089948,0,2.6,2.6,5.9,3.6,3.8
1957,Technology,Medical,179566,8341367,4550269,5.6,5.3,9.9,4.2,2.5
